,name,latitude,longitude,nearestSchool,nearestSchool_distance,nearestStation,nearestStation_distance,School_Y,School_X,School_Name,STOP_ID,LATITUDE,LONGITUDE,STOP_NAME,real_school_distance,real_school_duration,real_station_distance,real_station_duration
13712,"5/30 SCOTT GROVE, TOORONGA",-37.856423,145.050852,St Roch's School,0.1652,Gardiner Railway Station (Glen Iris),0.3546,-37.85736,145.05231,St Roch's School,19912,-37.8533,145.0517,Gardiner Railway Station (Glen Iris),,,,
13713,"21 LEOPOLD STREET, TOORONGA",-37.859255,145.043186,Sacre Coeur,0.788,Gardiner Railway Station (Glen Iris),0.9991,-37.86175,145.05157,Sacre Coeur,19912,-37.8533,145.0517,Gardiner Railway Station (Glen Iris),,,,
13714,"3 YORK ROAD, TOORONGA",-37.856883,145.05776,St Roch's School,0.4825,Glen Iris Railway Station (Glen Iris),0.2711,-37.85736,145.05231,St Roch's School,19835,-37.8593,145.0582,Glen Iris Railway Station (Glen Iris),,,,
13715,"11/43 CARROLL CRESCENT, TOORONGA",-37.851441,145.047473,St Roch's School,0.7828,Gardiner Railway Station (Glen Iris),0.4254,-37.85736,145.05231,St Roch's School,19912,-37.8533,145.0517,Gardiner Railway Station (Glen Iris),,,,
13716,"3 VIVA STREET, TOORONGA",-37.860784,145.041624,Malvern Central School,0.8276,Gardiner Railway Station (Glen Iris),1.215,-37.85601,145.0344,Malvern Central School,19912,-37.8533,145.0517,Gardiner Railway Station (Glen Iris),,,,
13717,"8/13 GLENVALE ROAD, TOORONGA",-37.85778,145.05366,St Roch's School,0.1276,Glen Iris Railway Station (Glen Iris),0.4337,-37.85736,145.05231,St Roch's School,19835,-37.8593,145.0582,Glen Iris Railway Station (Glen Iris),,,,
13718,"5 GREAT VALLEY ROAD, TOORONGA",-37.854352,145.055114,St Roch's School,0.4152,Gardiner Railway Station (Glen Iris),0.3223,-37.85736,145.05231,St Roch's School,19912,-37.8533,145.0517,Gardiner Railway Station (Glen Iris),,,,
13719,"1/17 ESTELLA STREET, TOORONGA",-37.86321,145.062854,Glen Iris Primary School,0.404,Glen Iris Railway Station (Glen Iris),0.5967,-37.86048,145.06589,Glen Iris Primary School,19835,-37.8593,145.0582,Glen Iris Railway Station (Glen Iris),,,,
13720,"8 FLORENCE STREET, TOORONGA",-37.859419,145.065085,Glen Iris Primary School,0.1374,Glen Iris Railway Station (Glen Iris),0.606,-37.86048,145.06589,Glen Iris Primary School,19835,-37.8593,145.0582,Glen Iris Railway Station (Glen Iris),,,,
13721,"251 TOORONGA ROAD, TOORONGA",-37.7852352,146.0927601,Neerim South Primary School,28.252,Pakenham Railway Station (Pakenham),62.5808,-38.01531,145.95536,Neerim South Primary School,19880,-38.0806,145.4864,Pakenham Railway Station (Pakenham),,,,
13722,"2/1512 MALVERN ROAD, TOORONGA",-37.854217,145.049013,St Roch's School,0.4537,Gardiner Railway Station (Glen Iris),0.2574,-37.85736,145.05231,St Roch's School,19912,-37.8533,145.0517,Gardiner Railway Station (Glen Iris),,,,
13723,"13/69 CARROLL CRESCENT, TOORONGA",-37.85231,145.050293,St Roch's School,0.588,Gardiner Railway Station (Glen Iris),0.1656,-37.85736,145.05231,St Roch's School,19912,-37.8533,145.0517,Gardiner Railway Station (Glen Iris),,,,
13724,"3/19 CLYDE STREET, TOORONGA",-37.86202,145.049581,Sacre Coeur,0.1776,Glen Iris Railway Station (Glen Iris),0.8163,-37.86175,145.05157,Sacre Coeur,19835,-37.8593,145.0582,Glen Iris Railway Station (Glen Iris),,,,
13725,"129 GLEN IRIS ROAD, TOORONGA",-37.855121,145.067346,Glen Iris Primary School,0.6085,Glen Iris Railway Station (Glen Iris),0.929,-37.86048,145.06589,Glen Iris Primary School,19835,-37.8593,145.0582,Glen Iris Railway Station (Glen Iris),,,,
13726,"2A RIX STREET, TOORONGA",-37.84702,145.050442,Alia College,0.6271,Gardiner Railway Station (Glen Iris),0.7058,-37.84322,145.04517,Alia College,19912,-37.8533,145.0517,Gardiner Railway Station (Glen Iris),,,,
13727,"13 FAIRVIEW GROVE, TOORONGA",-37.863927,145.05485,Korowa Anglican Girls' School,0.2756,Glen Iris Railway Station (Glen Iris),0.5922,-37.86145,145.05464,Korowa Anglican Girls' School,19835,-37.8593,145.0582,Glen Iris Railway Station (Glen Iris),,,,
13728,"2/9 WALERNA ROAD, TOORONGA",-37.856002,145.068315,Glen Iris Primary School,0.5409,Glen Iris Railway Station (Glen Iris),0.9625,-37.86048,145.06589,Glen Iris Primary School,19835,-37.8593,145.0582,Glen Iris Railway Station (Glen Iris),,,,
13729,"1/1423 HIGH ST, TOORONGA",-37.858561,145.045876,St Roch's School,0.5817,Gardiner Railway Station (Glen Iris),0.777,-37.85736,145.05231,St Roch's School,19912,-37.8533,145.0517,Gardiner Railway Station (Glen Iris),,,,
13730,"19 VERNON STREET, TOORONGA",-37.86345,145.07238,Glen Iris Primary School,0.6594,Ashburton Railway Station (Ashburton),0.8013,-37.86048,145.06589,Glen Iris Primary School,19848,-37.862,145.0813,Ashburton Railway Station (Ashburton),,,,
13731,"15 HILLSIDE PARADE, TOORONGA",-37.848601,145.064323,St Cecilia's School,0.1671,Hartwell Railway Station (Camberwell),1.1162,-37.85009,145.0646,St Cecilia's School,19850,-37.844,145.0756,Hartwell Railway Station (Camberwell),,,,
13732,"13/12 BELMONT AVENUE, TOORONGA",-37.857628,145.048333,St Roch's School,0.3512,Gardiner Railway Station (Glen Iris),0.5644,-37.85736,145.05231,St Roch's School,19912,-37.8533,145.0517,Gardiner Railway Station (Glen Iris),,,,
13733,"2/24 DICKENS STREET, TOORONGA",-37.849862,145.06972,St Cecilia's School,0.4513,Hartwell Railway Station (Camberwell),0.8314,-37.85009,145.0646,St Cecilia's School,19850,-37.844,145.0756,Hartwell Railway Station (Camberwell),,,,
13734,"32/1495 MALVERN ROAD, TOORONGA",-37.8534428,145.0440909,St Roch's School,0.8439,Tooronga Railway Station (Malvern),0.4956,-37.85736,145.05231,St Roch's School,19911,-37.8494,145.0417,Tooronga Railway Station (Malvern),,,,
13735,"2/12 ALLENBY AVENUE, TOORONGA",-37.864208,145.058767,Korowa Anglican Girls' School,0.475,Glen Iris Railway Station (Glen Iris),0.547,-37.86145,145.05464,Korowa Anglican Girls' School,19835,-37.8593,145.0582,Glen Iris Railway Station (Glen Iris),,,,
13736,"3/6 GLEN IRIS ROAD, TOORONGA",-37.843224,145.069058,Camberwell South Primary School,0.7691,Hartwell Railway Station (Camberwell),0.5822,-37.8479,145.06261,Camberwell South Primary School,19850,-37.844,145.0756,Hartwell Railway Station (Camberwell),,,,
13737,"4/1715-1 MALVERN RD, TOORONGA",-37.859071,145.05658,Korowa Anglican Girls' School,0.3144,Glen Iris Railway Station (Glen Iris),0.1448,-37.86145,145.05464,Korowa Anglican Girls' School,19835,-37.8593,145.0582,Glen Iris Railway Station (Glen Iris),,,,
13738,"9 NEPEAN STREET, TOORONGA",-37.848417,145.054792,Camberwell South Primary School,0.6905,Gardiner Railway Station (Glen Iris),0.6065,-37.8479,145.06261,Camberwell South Primary School,19912,-37.8533,145.0517,Gardiner Railway Station (Glen Iris),,,,
13739,"35B YEOVIL STREET, TOORONGA",-37.852944,145.085213,Hartwell Primary School,0.5471,Burwood Railway Station (Glen Iris),0.4408,-37.84805,145.08447,Hartwell Primary School,19849,-37.8516,145.0805,Burwood Railway Station (Glen Iris),,,,
13740,"2/17 OSBORNE AVENUE, TOORONGA",-37.85667,145.046136,St Roch's School,0.5487,Gardiner Railway Station (Glen Iris),0.6162,-37.85736,145.05231,St Roch's School,19912,-37.8533,145.0517,Gardiner Railway Station (Glen Iris),,,,
13741,"9/1495 MALVERN ROAD, TOORONGA",-37.8534428,145.0440909,St Roch's School,0.8439,Tooronga Railway Station (Malvern),0.4956,-37.85736,145.05231,St Roch's School,19911,-37.8494,145.0417,Tooronga Railway Station (Malvern),,,,
13742,"4 MARTIN CRESCENT, TOORONGA",-37.861879,145.045959,Sacre Coeur,0.494,Gardiner Railway Station (Glen Iris),1.0779,-37.86175,145.05157,Sacre Coeur,19912,-37.8533,145.0517,Gardiner Railway Station (Glen Iris),,,,
13743,"220 BURKE ROAD, TOORONGA",-37.855207,145.052318,St Roch's School,0.239,Gardiner Railway Station (Glen Iris),0.2185,-37.85736,145.05231,St Roch's School,19912,-37.8533,145.0517,Gardiner Railway Station (Glen Iris),,,,
13744,"46 VALLEY PARADE, TOORONGA",-37.851747,145.062729,St Cecilia's School,0.2469,Glen Iris Railway Station (Glen Iris),0.9283,-37.85009,145.0646,St Cecilia's School,19835,-37.8593,145.0582,Glen Iris Railway Station (Glen Iris),,,,
13745,"6/18 EDGAR STREET, TOORONGA",-37.856579,145.04536,St Roch's School,0.6177,Gardiner Railway Station (Glen Iris),0.6662,-37.85736,145.05231,St Roch's School,19912,-37.8533,145.0517,Gardiner Railway Station (Glen Iris),,,,
13746,"958 DANDENONG ROAD, CAULFIELD EAST",-37.88093001,145.04899001,Glen Eira College,1.1015,Caulfield Railway Station (Caulfield East),0.6863,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13747,"62 QUEENS AVENUE, CAULFIELD EAST",-37.882079,145.044284,Glen Eira College,0.6828,Caulfield Railway Station (Caulfield East),0.5319,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13748,"30 MOODIE STREET, CAULFIELD EAST",-37.88153,145.045162,Glen Eira College,0.7811,Caulfield Railway Station (Caulfield East),0.5049,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13749,"107/5 DUDLEY STREET, CAULFIELD EAST",-37.880396,145.048005,Glen Eira College,1.0582,Caulfield Railway Station (Caulfield East),0.5813,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13750,"2/7-13 DUDLEY STREET, CAULFIELD EAST",-37.880393,145.047316,Glen Eira College,1.0086,Caulfield Railway Station (Caulfield East),0.5316,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13751,"12 / 2 GIBSON STREET, CAULFIELD EAST",-37.88099289,145.04823303,Glen Eira College,1.0401,Caulfield Railway Station (Caulfield East),0.6362,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13752,"3/23-27 LORNE STREET, CAULFIELD EAST",-37.88091001,145.04702001,Glen Eira College,0.9544,Caulfield Railway Station (Caulfield East),0.549,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13753,"60 QUEENS AVENUE, CAULFIELD EAST",-37.88208001,145.04428001,Glen Eira College,0.6824,Caulfield Railway Station (Caulfield East),0.5319,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13754,"5 / 33 GRANGE ROAD, CAULFIELD EAST",-37.8842819002,145.0478089002,Glen Eira College,0.8763,Glenhuntly Railway Station (Glen Huntly),0.7779,-37.8857,145.03801,Glen Eira College,19942,-37.8897,145.0422,Glenhuntly Railway Station (Glen Huntly),,,,
13755,"212/7 DUDLEY STREET, CAULFIELD EAST",-37.880509,145.047815,Glen Eira College,1.0373,Caulfield Railway Station (Caulfield East),0.5746,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13756,"9/27 TATTENHAM STREET, CAULFIELD EAST",-37.883102,145.044415,Glen Eira College,0.633,Caulfield Railway Station (Caulfield East),0.6442,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13757,"3 DUDLEY STREET, CAULFIELD EAST",-37.88046,145.048351,Glen Eira College,1.0797,Caulfield Railway Station (Caulfield East),0.6107,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13758,"206/5 DUDLEY STREET, CAULFIELD EAST",-37.880396,145.048005,Glen Eira College,1.0582,Caulfield Railway Station (Caulfield East),0.5813,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13759,"9/8 TATTENHAM STREET, CAULFIELD EAST",-37.882994,145.047117,Glen Eira College,0.8556,Caulfield Railway Station (Caulfield East),0.7327,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13760,"7/27 TATTENHAM STREET, CAULFIELD EAST",-37.88296,145.044392,Glen Eira College,0.6385,Caulfield Railway Station (Caulfield East),0.6285,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13761,"203/5 DUDLEY STREET, CAULFIELD EAST",-37.880396,145.048005,Glen Eira College,1.0582,Caulfield Railway Station (Caulfield East),0.5813,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13762,"4/23-27 LORNE STREET, CAULFIELD EAST",-37.880802,145.046959,Glen Eira College,0.9567,Caulfield Railway Station (Caulfield East),0.5369,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13763,"222/5 DUDLEY STREET, CAULFIELD EAST",-37.880396,145.048005,Glen Eira College,1.0582,Caulfield Railway Station (Caulfield East),0.5813,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13764,"210/5 DUDLEY STREET, CAULFIELD EAST",-37.880396,145.048005,Glen Eira College,1.0582,Caulfield Railway Station (Caulfield East),0.5813,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13765,"4/13 TATTENHAM STREET, CAULFIELD EAST",-37.883056,145.047559,Glen Eira College,0.8898,Caulfield Railway Station (Caulfield East),0.7605,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13766,"113/7 DUDLEY ST, CAULFIELD EAST",-37.880509,145.047815,Glen Eira College,1.0373,Caulfield Railway Station (Caulfield East),0.5746,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13767,"4/8 TATTENHAM STREET, CAULFIELD EAST",-37.882994,145.047117,Glen Eira College,0.8556,Caulfield Railway Station (Caulfield East),0.7327,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13768,"4A/954 DANDENONG ROAD, CAULFIELD EAST",-37.880701,145.048793,Glen Eira College,1.099,Caulfield Railway Station (Caulfield East),0.6578,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13769,"10/7 DUDLEY STREET, CAULFIELD EAST",-37.880509,145.047815,Glen Eira College,1.0373,Caulfield Railway Station (Caulfield East),0.5746,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13770,"6 MOODIE STREET, CAULFIELD EAST",-37.882108,145.048551,Glen Eira College,1.0094,Caulfield Railway Station (Caulfield East),0.7382,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13771,"39 DERBY CRESCENT, CAULFIELD EAST",-37.884701,145.044379,Glen Eira College,0.5711,Glenhuntly Railway Station (Glen Huntly),0.587,-37.8857,145.03801,Glen Eira College,19942,-37.8897,145.0422,Glenhuntly Railway Station (Glen Huntly),,,,
13772,"62 QUEENS AVE, CAULFIELD EAST",-37.877997002,145.0446277002,Malvern Primary School,0.8945,Caulfield Railway Station (Caulfield East),0.1952,-37.87159,145.03846,Malvern Primary School,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13773,"114/5 DUDLEY STREET, CAULFIELD EAST",-37.880396,145.048005,Glen Eira College,1.0582,Caulfield Railway Station (Caulfield East),0.5813,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13774,"9/13 TATTENHAM STREET, CAULFIELD EAST",-37.883439,145.047045,Glen Eira College,0.8335,Caulfield Railway Station (Caulfield East),0.771,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13775,"305/7 DUDLEY STREET, CAULFIELD EAST",-37.8803579,145.0475599,Glen Eira College,1.0283,Caulfield Railway Station (Caulfield East),0.5466,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13776,"8 / 14 PAYNE ST, CAULFIELD EAST",-37.8784141002,145.0351635002,Oakwood School,0.4999,Caulfield Railway Station (Caulfield East),0.6534,-37.87398,145.03417,Oakwood School,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13777,"1A/954 DANDENONG ROAD, CAULFIELD EAST",-37.880564,145.049076,The Currajong School,1.0851,Caulfield Railway Station (Caulfield East),0.6711,-37.87595,145.05995,The Currajong School,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13778,"60 QUEENS AVE, CAULFIELD EAST",-37.88208001,145.04428001,Glen Eira College,0.6824,Caulfield Railway Station (Caulfield East),0.5319,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13779,"G12/5 DUDLEY STREET, CAULFIELD EAST",-37.880396,145.048005,Glen Eira College,1.0582,Caulfield Railway Station (Caulfield East),0.5813,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13780,"140 NEERIM ROAD, CAULFIELD EAST",-37.886738,145.043937,Glen Eira College,0.534,Glenhuntly Railway Station (Glen Huntly),0.3625,-37.8857,145.03801,Glen Eira College,19942,-37.8897,145.0422,Glenhuntly Railway Station (Glen Huntly),,,,
13781,"5/5 DERBY CRESCENT, CAULFIELD EAST",-37.8801521,145.0454392,Glen Eira College,0.898,Caulfield Railway Station (Caulfield East),0.3918,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13782,"1/2 TATTENHAM STREET, CAULFIELD EAST",-37.883078,145.047786,Glen Eira College,0.9079,Caulfield Railway Station (Caulfield East),0.7743,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13783,"28 TATTENHAM ST, CAULFIELD EAST",-37.882693,145.044692,Glen Eira College,0.676,Caulfield Railway Station (Caulfield East),0.6078,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13784,"2/8 TATTENHAM STREET, CAULFIELD EAST",-37.88284,145.047161,Glen Eira College,0.8653,Caulfield Railway Station (Caulfield East),0.7207,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13785,"304/7 DUDLEY STREET, CAULFIELD EAST",-37.880509,145.047815,Glen Eira College,1.0373,Caulfield Railway Station (Caulfield East),0.5746,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13786,"11/7 DUDLEY STREET, CAULFIELD EAST",-37.880509,145.047815,Glen Eira College,1.0373,Caulfield Railway Station (Caulfield East),0.5746,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13787,"7/5 DERBY CRESCENT, CAULFIELD EAST",-37.880192,145.045141,Glen Eira College,0.876,Caulfield Railway Station (Caulfield East),0.3785,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13788,"4 / 23 TATTENHAM STREET, CAULFIELD EAST",-37.883002,145.044832,Glen Eira College,0.6707,Caulfield Railway Station (Caulfield East),0.6442,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13789,"115/7 DUDLEY STREET, CAULFIELD EAST",-37.880509,145.047815,Glen Eira College,1.0373,Caulfield Railway Station (Caulfield East),0.5746,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13790,"113/7 DUDLEY STREET, CAULFIELD EAST",-37.880509,145.047815,Glen Eira College,1.0373,Caulfield Railway Station (Caulfield East),0.5746,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13791,"3/6 TATTENHAM STREET, CAULFIELD EAST",-37.883025,145.047344,Glen Eira College,0.8731,Caulfield Railway Station (Caulfield East),0.7468,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13792,"4/8 TATTENHAM ST, CAULFIELD EAST",-37.882994,145.047117,Glen Eira College,0.8556,Caulfield Railway Station (Caulfield East),0.7327,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13793,"5B/954 DANDENONG ROAD, CAULFIELD EAST",-37.88061,145.048965,The Currajong School,1.0961,Caulfield Railway Station (Caulfield East),0.6653,-37.87595,145.05995,The Currajong School,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13794,"10/7 DUDLEY ST, CAULFIELD EAST",-37.880509,145.047815,Glen Eira College,1.0373,Caulfield Railway Station (Caulfield East),0.5746,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13795,"102/5 DUDLEY STREET, CAULFIELD EAST",-37.880396,145.048005,Glen Eira College,1.0582,Caulfield Railway Station (Caulfield East),0.5813,-37.8857,145.03801,Glen Eira College,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13796,"7 THE OTLK, CENTRAL PARK",-37.8787276,145.0631253,The Currajong School,0.416,East Malvern Railway Station (Malvern East),0.5881,-37.87595,145.05995,The Currajong School,19838,-37.8769,145.0694,East Malvern Railway Station (Malvern East),,,,
13797,"ALBERT PARK, CENTRAL PARK",-37.822238,144.918104,Port Melbourne Secondary College,1.6376,Seddon Railway Station (Seddon),2.4598,-37.83201,144.93204,Port Melbourne Secondary College,19997,-37.809,144.8957,Seddon Railway Station (Seddon),,,,
13798,"PORT CAMPBELL, CENTRAL PARK",-37.8787276,145.0631253,The Currajong School,0.416,East Malvern Railway Station (Malvern East),0.5881,-37.87595,145.05995,The Currajong School,19838,-37.8769,145.0694,East Malvern Railway Station (Malvern East),,,,
13799,"20 SUNRISE DRIVE, CENTRAL PARK",46.9751182,-123.6522072,Youth2Industry College,7155.2527,Lilydale Railway Station (Lilydale),13015.1351,37.83731,144.96665,Youth2Industry College,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
13800,"96 HORNSEY PARK, CENTRAL PARK",-37.8787276,145.0631253,The Currajong School,0.416,East Malvern Railway Station (Malvern East),0.5881,-37.87595,145.05995,The Currajong School,19838,-37.8769,145.0694,East Malvern Railway Station (Malvern East),,,,
13801,"27 HORNSEY PARK, CENTRAL PARK",-37.8775593,145.063817,The Currajong School,0.3843,East Malvern Railway Station (Malvern East),0.4966,-37.87595,145.05995,The Currajong School,19838,-37.8769,145.0694,East Malvern Railway Station (Malvern East),,,,
13802,"190 ROYAL PARADE, DARLING SOUTH",-37.8763981,145.0548502,The Currajong School,0.4514,Darling Railway Station (Malvern East),1.0902,-37.87595,145.05995,The Currajong School,19837,-37.869,145.063,Darling Railway Station (Malvern East),,,,
13803,"105A DARLING POINT ROAD, DARLING SOUTH",-37.8763981,145.0548502,The Currajong School,0.4514,Darling Railway Station (Malvern East),1.0902,-37.87595,145.05995,The Currajong School,19837,-37.869,145.063,Darling Railway Station (Malvern East),,,,
13804,"8/1403 DANDENONG ROAD, MALVERN EAST",-37.891051,145.083828,Oakleigh Grammar,0.5466,Hughesdale Railway Station (Hughesdale),0.6947,-37.89591,145.08282,Oakleigh Grammar,19918,-37.8949,145.0776,Hughesdale Railway Station (Hughesdale),,,,
13805,"1415/803 DANDENONG ROAD, MALVERN EAST",-37.874001,145.03892001,Malvern Primary School,0.2706,Caulfield Railway Station (Caulfield East),0.5,-37.87159,145.03846,Malvern Primary School,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13806,"2/997 DANDENONG ROAD, MALVERN EAST",-37.88092804,145.04983521,The Currajong School,1.0475,Caulfield Railway Station (Caulfield East),0.7491,-37.87595,145.05995,The Currajong School,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13807,"6/806-808 WARRIGAL ROAD, MALVERN EAST",-37.891662,145.088179,Oakleigh Primary School,0.3141,Oakleigh Railway Station (Oakleigh),0.9699,-37.89447,145.08862,Oakleigh Primary School,19917,-37.9004,145.0883,Oakleigh Railway Station (Oakleigh),,,,
13808,"70 EMO ROAD, MALVERN EAST",-37.875968,145.052169,Lloyd Street Primary School,0.5247,Caulfield Railway Station (Caulfield East),0.8675,-37.87242,145.05611,Lloyd Street Primary School,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13809,"3/126A TOORONGA ROAD, MALVERN EAST",-37.864488,145.040366,Malvern Primary School,0.8059,Malvern Railway Station (Malvern),0.9943,-37.87159,145.03846,Malvern Primary School,19944,-37.8663,145.0293,Malvern Railway Station (Malvern),,,,
13810,"313 WAVERLEY ROAD, MALVERN EAST",-37.877004,145.059191,The Currajong School,0.1347,East Malvern Railway Station (Malvern East),0.8983,-37.87595,145.05995,The Currajong School,19838,-37.8769,145.0694,East Malvern Railway Station (Malvern East),,,,
13811,"903 DANDENONG ROAD, MALVERN EAST",-37.87637329,145.0458374,Malvern Primary School,0.8386,Caulfield Railway Station (Caulfield East),0.3191,-37.87159,145.03846,Malvern Primary School,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13812,"1439 DANDENONG ROAD, MALVERN EAST",-37.89241,145.08644,Oakleigh Primary School,0.2984,Hughesdale Railway Station (Hughesdale),0.8252,-37.89447,145.08862,Oakleigh Primary School,19918,-37.8949,145.0776,Hughesdale Railway Station (Hughesdale),,,,
13813,"5 JAMES PARADE, MALVERN EAST",-37.877598002,145.0894398002,Malvern Valley Primary School,0.7795,Holmesglen Railway Station (Malvern East),0.3719,-37.8807,145.08149,Malvern Valley Primary School,19839,-37.8744,145.0907,Holmesglen Railway Station (Malvern East),,,,
13814,"104/226 WAVERLEY ROAD, MALVERN EAST",-37.8769001,145.0533001,Lloyd Street Primary School,0.5553,Caulfield Railway Station (Caulfield East),0.9525,-37.87242,145.05611,Lloyd Street Primary School,19943,-37.8775,145.0425,Caulfield Railway Station (Caulfield East),,,,
13815,"11 / 22 FISHER STREET, MALVERN EAST",-37.881344,145.057383,The Currajong School,0.6399,Carnegie Railway Station (Carnegie),0.5495,-37.87595,145.05995,The Currajong School,19920,-37.8862,145.0586,Carnegie Railway Station (Carnegie),,,,
13816,"4/646 WARRIGAL ROAD, MALVERN EAST",-37.87891001,145.09013001,Malvern Valley Primary School,0.7856,Holmesglen Railway Station (Malvern East),0.5031,-37.8807,145.08149,Malvern Valley Primary School,19839,-37.8744,145.0907,Holmesglen Railway Station (Malvern East),,,,
13817,"1/1397 DANDENONG RD, MALVERN EAST",-37.89057001,145.08346001,Oakleigh Grammar,0.5954,Hughesdale Railway Station (Hughesdale),0.7047,-37.89591,145.08282,Oakleigh Grammar,19918,-37.8949,145.0776,Hughesdale Railway Station (Hughesdale),,,,
